id,diary,text,date,dateTop,notDated,julian_calendar,person
105017,402,"<p>Сегодня какой-то странный, богатый событиями день. На уроке ботаники Костров подсказал Васькину. Я слышала и спросила Кострова, подсказывал он или нет. Костров ответил, что не подсказывал. Ребята, которых Зинаида спрашивала, отвечали то же самое. Тогда она сказала Кострову: «Дай честное пионерское». Он сказал: «Ну правда». Тогда З. В. прочитала Вовке лекцию. Я решила не разговаривать с таким подлецом, если он подсказывал вправду. На уроке я спросила его: «ты подсказывал?», он ответил: «потом скажу». На перемене, когда я стояла у окна, он подошёл ко мне и сказал: «прости меня, пожалуйста». Я заметила, что у Вовки какой-то странный голос. Я взглянула на него (до этого я мрачно изучала подоконник) и увидела на его чёрной загорелой щеке слезу. Я растерялась, нежность заполнила мою душу, мне захотелось погладить его по голове, но я постеснялась. Я только говорила: «я тебя не презираю, остальные тоже, ну перестань плакать». Он постоял минутку и ушёл. На физике он чего-то сделал. Физичка спросила, кто это сделал. Вовка признался с радостью и дал дневник. После этого урока он носился по школе и был вполне счастлив.  </p><p>
После уроков у нас были соревнования (финальные). Девочки выиграли, а мальчишки проиграли, Альтшулер плакал (я впервые видела его слёзы).</p>",1960-12-14,0000-00-00,0,0,394
105018,402,"<p>Сегодня я заболела, наверно, грипп. Уже пятый час, а ребят всё нет. Может, не придут? Это будет свинство. Должны прийти Сашка Вальман (я с ним снова дружу), Кастрюля и девчонки.</p>",1960-12-15,0000-00-00,0,0,394
105019,402,"<p>Год был интересный и трудный. Обо всём, что произошло со мной в этом году, я напишу в своей повести. Эту повесть я буду писать в Комарово, куда поеду 2 января. Сегодня у нас в школе был утренник. Я читала стихотворение Пушкина, на этот раз всё хорошо. Купила три лотерейных билета и на все три выиграла — кукурузу, тетрадь для рисования и записную книжку. Наверно, Костров подмухлевал.  </p><p>
2-го поеду в Комарово. Скорей бы, я так люблю Комарово! Я знаю запах каждого дерева, и у меня было там столько хороших минут.  </p><p>
Новый год будем справлять с Бертой у тёти Оли. Я хочу, чтобы в Новом году не было войны, я встретила папу, меня полюбил Альтшулер.  </p><p>
По-настоящему дружила с Костровым, Вальманом, Гулиной.  </p><p>
Кстати, о папе. Мне иногда становится завидно, что другие так часто говорят слово «папа». Когда я вспоминаю о папе, у меня ноет сердце, я его люблю.  </p><p>
Летом мы поедем в Киев и во Львов. Наверно, я его увижу в Киеве. Берточка, когда была летом в Киеве, узнала, что папа заведует какой-то кафедрой. Мама, когда узнала об этом, сказала, что он, наверное, читает лекции о моральном облике советского человека. Но хватит об этом. Впереди ёлки, театры, Комарово и старые друзья. Сейчас я иду в кино (я теперь на 12 дней — вольная птица). Остаётся пожелать себе всего хорошего в новом 1961 году.</p>",1960-12-30,0000-00-00,0,0,394
105020,402,"<p>Кончились зимние каникулы. 9 дней я была в Комарово. Очень подружилась с Киркой Копеляном и Андреем Корном. В Комарово разыгралась целая эпопея с крепостью, но о ней лень писать. В Комарово очень здорово, страшно не хотелось уезжать.  </p><p>
Теперь в обращении новые деньги. Берточка и мама подарили по рублю (новому, конечно). Сейчас сделала уроки. Я теперь соревнуюсь с Сашкой Вальманом. Кастрюля в меня влюблён по-прежнему. Скучно. Сейчас пойду гулять. Берточка выписала «Советский спорт», я его очень люблю. Сейчас жду его и Берточку. Потом пойду в кино или к кому-нибудь на телевизор.</p>",1961-01-11,0000-00-00,0,0,394
105021,402,"<p>Вчера закруглился последний день бесконечного месяца. Мне вчера было плохо, сегодня не пошла в школу. Лежу в кровати, разбираю книгу Лисицына «Первые шаги в шахматном искусстве», читаю английский и «Монте-Кристо». Делаю три вещи сразу — как Наполеон.  </p><p>
Интересно, придут ли ко мне сегодня Кастрюля и Вальман, наверно, нет. Я с ними поссорилась, особенно с Кастрюлей. Сейчас я люблю Женьку сильнее, чем в прошлом году. За что я люблю эту сволочь? Вчера его вызвали, и он получил тройку. Когда же стоял у доски, он глазами просил, чтобы я подсказала. Я не поняла и, тупо моргнув, отвела глаза в сторону. Женька получил тройку и чуть не заплакал. Мне стало его жалко.</p>",1961-02-01,0000-00-00,0,0,394
105022,402,"<p>Хочу писать повесть о любви, дружбе и вообще о моей жизни.  </p><p>
Сейчас я дружу с Веркой Сориной и Сашкой Байковой. Мне никто не нравится. И вообще все в классе сволочи. Товстоногов был в Америке и привёз пьесу «Сотворившая чудо» про слепую и глухонемую девочку. Очень трудная и интересная роль. Товстоногов хочет меня попробовать.</p>",1961-03-20,0000-00-00,0,0,394
105023,402,"<p>Сегодня запустили первый космический корабль с человеком Юрием Алексеевичем Гагариным. Маме позвонили и сказали за несколько дней, что запустят человека. Но сегодня это было для меня неожиданностью. Я почувствовала такую радость, какую чувствуешь только тогда, когда свершается то, о чём мечтали тысячи людей. Итог трёх тысяч лет культурной жизни человечества. Подтверждение человеческой силы. Я счастлива, что запустили корабль наши. Если бы жив был Ленин!</p>",1961-04-13,0000-00-00,0,0,394
105024,402,"<p>День рождения справляли 20-го. Я пригласила Женьку, Вовку, Тольку, Верку, Вальку, Сашку, Ирку Орлову. Всё было как во сне. Я была немножко пьяна, стала играть во флирт цветов. Тогда мне ещё нравился Женька. Теперь я в нём разочаровалась. Вообще я постепенно разочаровываюсь в своих друзьях. Кружок я забросила.  </p><p>
Кстати, почему я пишу дневник как письмо? Письмо кому?</p>",1961-05-27,0000-00-00,0,0,394
105025,402,"<p>Вот я и окончила 6-й класс. На этот раз без троек. Завтра я уезжаю в Киев. Уже успела соскучиться по нашим ребятам, особенно по Женьке, теперь я поняла, что только его люблю. Я очень изменилась за несколько месяцев. И морально и физически. Стала женственней. Иногда мне кажется, что я уже почти взрослая.  </p><p>
Да, сегодня иду в театр примерять платье к «Иркутской истории», я буду там играть. Роль примитивная.</p>",1961-06-17,0000-00-00,0,0,394
105026,402,"<p>Приехали в Киев. Сегодня 20 лет со дня начала войны. Писать об этом не хочу, потому что лень, я теперь стала страшно ленивая.  </p><p>
Рок — год, година — час, квиток — билет, громадные — граждане...  </p><p>
Надпись на витрине булочной: нарисована бабушка, говорящая внуку — не плачь, я куплю тоби калач. Вчера Киеву дали звание города-героя.</p>",1961-06-22,0000-00-00,0,0,394
105027,402,"<p>Мы уже переменили три номера и успели пожить в холле. Перечитываю Грина, когда читала «Бегущая по волнам», я даже заплакала, отчего не знаю.  </p><p>
В Киеве  </p><p>
1. В городе  </p><p>
Он очень зелёный. Очень красив Владимирский собор, мы туда ходили с Зиной Шарко. Она влюбилась в дьяка, очень массивного, с двойным подбородком и очень красивым голосом. В соборе много людей неверующих. Но попадаются настоящие неистовые — они молятся плача, забыв всё на свете, кроме Бога. Если бы я родилась раньше, я бы наверное тоже верила. Настоящая вера чиста.  </p><p>
Когда мы были в дымном соборе, на улице шёл дождь и внутри тоже пахло дождём.  </p><p>
2. О людях  </p><p>
Здесь я ближе узнала людей, к которым меня давно тянуло. Георгий Александрович Товстоногов — с ним я общалась больше обычного. В чём-то он очень сложный, в чём-то примитивный. «Люблю лесть» — сказал он однажды, поглаживая живот и улыбаясь (конечно, на юморе). Его быстрые переходы от ленивой расслабленности к строгости. Однажды на вопрос — кем бы вы хотели быть? — он ответил — русским помещиком.  </p><p>
Любит спорить, отстаивает свою точку зрения до победного конца. Как-то был спор — кто умнее в массе, мужчины или женщины. Г. А. говорит — мужчина, Нателла — женщина. Она привела разговор с мужчиной в метро. Г. А. возразил ей так: «Мужчина заговорил с тобой, и ты ему отвечала. В результате этого разговора ты поняла, что он туп как пробка. Из этого ты делаешь вывод, что мужчины в массе глупее. А рядом стояло пять женщин, с которыми ты и не думала разговаривать, а они в сто раз глупее мужчины. Всё-таки к мужчине тебя влечёт неосознанное чувство, половой инстинкт». Ещё он говорил, что интеллектуальная женщина теряет женственность. Я считаю, что он не прав. Правее всех оказался Женя, он сказал, у мужчины и женщины ум различный. Женщина при рождении ребёнка уходит в себя, есть волнующее интересное внутри. У неё более эмоциональная природа, более богатый внутренний мир. Мужчина весь во внешнем, в делах.  </p><p>
Г. А. — очень интересный и талантливый человек. Он самый талантливый режиссёр нашего времени.</p>",1961-06-29,0000-00-00,0,0,394
105028,402,"<p>Скучно. Я заболела, в школе не была. Сегодня открывается театр «Иркутской историей». В Киеве я играла там девочку. Г. А. поздравил меня. А Корогодский принёс нам в номер галчонка. Этот марабу всю ночь летал по комнате. Я больше не хотела бы её играть, потому что унизительно, особенно стыдно перед Серёжей Юрским. Труднее всего было переступить черту закулис и сцены. Я выбежала, сотни глаз смотрели на меня, лучи света освещали маленькую напуганную фигурку в сером приютском пальто. В Киеве мне очень нравился Серёжа. Один раз он был у нас, мне нравится в нём смесь поэтичности с какой-то, может быть, внешней деловитостью. Я преклоняюсь перед ним. Я всё время думаю о нём. Но глупо всё-таки влюбиться в 26-летнего парня, у которого столько баб, в том числе Зина Шарко, а я её люблю больше всех в театре.  </p><p>
Сейчас мне тоскливо оттого, что они все так далеко. Но, может быть, это хорошо. Не надо слишком часто приходить в театр. Я никого не интересую, но все интересуют меня. Завтра я пойду в театр и чувствую себя счастливой оттого, что увижу Серёжу, хотя бы на сцене. Вообще я пишу глупости, это потому, что я больна, нервы немного разыгрались, и к тому же мне очень тоскливо от одиночества. И оттого, что я так далека от самого святого и яркого в моей жизни — театра. Я вспоминаю тяжёлый голубой занавес, луч света, запутавшийся в его тяжёлых складках. Я вспоминаю всё это и чуть не плачу. Но ничего, когда-нибудь я буду там своей, только бы не было войны.</p>",1961-09-09,0000-00-00,0,0,394
105029,402,"<p>В кружок я больше не хожу. По театру ещё тоскую, но меньше.  </p><p>
Пишу сейчас повесть о Киеве. Пишу, в общем, ради того, чтобы разобраться в своих мыслях и чувствах. О Товстоногове, Инне и некоторых других я не пишу, потому что это отдельная тема.</p>",1961-09-16,0000-00-00,0,0,394
105030,402,"<p>Дневник не пишу, потому что подвигается повесть, я придумала смешное название «Бефстроганоф, сестра моей собаки», но для этого придётся вставлять сентиментальные сцены с белкой и собакой. Но о названии ещё подумаю, а содержанием я не удовлетворена, стиль неустойчивый, не выработался, всё зависит от настроения, а пишу я теперь без «дрожания».  </p><p>
Сегодня 3 события. Первое — звонила Юлия Александровна из кружка, кажется, умная и симпатичная. Спросила, о какой стране тема, потом сказала: «Знаете, Лена, я забывала вам сказать, вы очень хорошо говорили про рассказ Оли — очень». Я обрадовалась, всё-таки я там самая младшая. К тому же я вчера ужасно спорила с Корогодским насчёт непознаваемости. Он разбил меня наголову. В конце концов мне надо было искать произведение, в котором бы говорилось о непознаваемости мира. Я очень подружилась с Люсей. Это — сантименты, но когда она заплакала из-за воспоминаний, я готова была удавиться. Глаза у неё были мокрые, она зажимала себе рот рукой, но одна слеза, подлая, всё-таки сползла. Она очень резко чувствует неустроенность жизни. Я у неё многому научилась.  </p><p>
Второе событие пустяковое. Прилично (очень) перевела отрывок из Daily Worker.  </p><p>
Третье событие — я видела Серёжу (по телевизору), но всё-таки видела. Я понимаю, что чувство моё к нему не любовь. Это что-то очень светлое, сильное. Я считаю, Серёжа (мне приятно писать его имя) — единственный человек из моих знакомых, близкий к т. н. «настоящему человеку». Он светится чистым умным огнём. Он глубоко чувствует и мыслит. Правда, в нём иногда появляется что-то от Полицеймако, но редко, вспышками. Я очень люблю его как актёра. Он везде разный, и везде «Юрский». В каждом отрицательном он находит что-то положительное, правда, не всегда в положительном отрицательное.  </p><p>
Мы скоро получим квартиру. Может быть, тогда он будет приходить к нам иногда. Кстати, Серёжа, наверное, скоро женится на Зине, я очень рада (правда!).  </p><p>
Я видела в журнале «Америка» Ван-Гога «Звёздное небо». Это здорово, крутящееся бурное небо и маленький город. Это напомнило Коктебель. Небо очень современно написано, хоть и в XIX веке. Волнует (очень) и «Автопортрет в детстве» Б. Ж. Здесь автопортрет не внешности, как это принято, а чувств, мироощущения. Мальчик в вельветовом костюмчике слушает четырёх музыкантов в чёрном. Все на фоне большого дома с голубыми туманными окнами. Хороша также абстракция Кандинского «Композиция 3». Это тот случай, когда нельзя описать словами то, что чувствуешь. Чтобы это сделать, надо нарисовать такую же композицию. Очень точно нарисовано чувство. Загадочна и одуряюща картина Руссо «Спящая цыганка» в сюрреалистическом стиле. Кажется, я видела это во сне. Вообще, жадно хватаю сейчас всё, живопись и поэзию.  </p><p>
Корогодский говорит, что я нарушила законы биологического развития. Пускай, я хочу всё знать и видеть, а потом понять. Не верю, что понимание невозможно.</p>",1961-10-03,0000-00-00,0,0,394
105031,402,"<p>Повесть свою я кончила, теперь перепечатываю. Читала 1 часть в кружке и маме. В кружке спорили, понравилось, «насколько смело, настолько талантливо». Маме тоже очень. Когда кончу печатать, буду счастливым человеком. Театр постепенно исчезает. Давно ничего не видела. То, что я испытывала к Серёже, смешно, жалко и трогательно. Внутри осталось что-то болезненное.</p>",1961-11-28,0000-00-00,0,0,394
105032,402,"<p>Последние дни уже полумёртвого года. Наверно, можно подвести т. н. «итоги». В начале этого года я была маленькой наивной девочкой. Переломным моментом было Комарово. В Киеве я тоже многого нахваталась. Раньше я жила своими детскими, чистыми, логичными, смешными мыслями. Теперь во мне много взрослого чужого беспокойства...  </p><p>
Январь, февраль — тихое безмятежное время, осколки детства.  </p><p>
Конец февраля — почувствовала приступы тоски, беспокойство.  </p><p>
30 марта началась менструация. Это и было переломным моментом. Я почувствовала тоску, чувство весеннего дерева, женскую хитрость и животные инстинкты. Что-то живое, светлое, грязное и тёмное борется в душе.  </p><p>
Апрель, май — ссора с Костровым. Вообще история с Вовкой очень чистая и печальная. Он сейчас лежит в больнице, я переезжаю и не могу его поблагодарить за всё светлое, что он испытывал ко мне. Ещё эта история грустна потому, что я была влюблена в Женьку А., абсолютно необаятельного.  </p><p>
Июнь — 5 июля — в Киеве. Июль — Коктебель. Тоска. В этом году я здорово повзрослела.  </p><p>
Главное для меня теперь — искусство. Во мне поселилась буря стихов, картин, спектаклей. Мой любимый прозаик — Бабель. Поэт — Пастернак, Окуджава, художник — Ван-Гог.</p>",1961-12-29,0000-00-00,0,0,394
105033,402,"<p>Была в Комарово. Подружилась с Люлей Толубеевой. Однажды мы поехали к Финскому заливу на санях. Люлька съехала раз с Кавалерийской горы. Потом мы сели вместе. Нас здорово понесло. Руль выбило из рук. Я упала на руку. Встала, мне очень хотелось пить, я пригоршнями глотала снег. Рука болела, я морщилась и плакала. Нервы пришли в движение. Люлька довезла меня на санках в медпункт. Кисть опустилась, запястье вздулось, рука была жалкая цыплячья. «Перелом»? — сказала сестра. Я не плакала больше и ругалась. Потом меня отвезли в больницу. Толстый подбородочный дядька колол мне руку тупой иглой, игла вонзалась в кость и жилы. Я орала, как татарка, потерявшая мужа.  </p><p>
Вообще мы довольно часто гуляли. Шли в столовую мимо брёвен, похожих на эклеры. Всё время тоска и Окуджава. У нас в комнате сумасшедшая тётка. «Одной ногой мы уже наступили на коммунизм». «Будучи членом партии, ты мне не нравишься».</p>",1962-01-09,0000-00-00,0,0,394
105034,402,<p>Последнее время увлеклась стихами (стихи 61-62).</p>,1962-02-01,0000-00-00,0,0,394
105035,402,"<p>Плохо. Я очень одинока. Мама мне чужая. Люся тоже. Скорей бы лето. Может, отравлюсь. Стиль как у Бромлей. Тоска. Может, отравлюсь. Я — бездарность.</p>",1962-02-22,0000-00-00,0,0,394
105036,402,"<p>Я не знаю, что мне делать. Всё так здорово. Писать что ли? Что? Стихи? Сейчас не получается. За окном ночь, вино тёмное. Поёт Алексанрович, он халтурит, а мне счастье. Счастливая сейчас и дура.</p>",1962-02-23,0000-00-00,0,0,394
105037,402,"<p>Когда поправлюсь, буду жить только ради стихотворения о Маяковском. А вообще я связалась со стихами только из-за того, что прозу писать лень и, кроме того, мало тем. Стихи помогали писать рассказы. Когда была маленькая, думала — пишу рассказы, потому что легко, а стихи — не могу. Ещё и потому взялась за стихи.</p>",1962-02-24,0000-00-00,0,0,394
105038,402,"<p>Я очень хочу понять, что творится вокруг, ради чего, кто — я. Надо чувствовать исключительность каждого. Это — главное. Кто не чувствует свою исключительность — безнадёжен.</p>",1962-03-10,0000-00-00,0,0,394
105039,402,"<p>Вчера была у Люси. Я взяла нож грязный кухонный и говорю: хотите порежу руку? Она говорит: брось. Потом: давай. Не верит, что я могу, и потом ей давно хочется сделать мне больно, мне это приятно. Взяла нож: ты реветь будешь. Не буду. Маме не скажу. Она взяла и надрезала полукругом. Да ещё она спросила: а уважать меня будешь? — Буду.  </p><p>
Сегодня тоска страшная. Одиноко мне. Я открою газ. Должна умереть, хотя бы чтобы понять — что это такое. Напишу несколько стихотворений, может быть, одно, два, может, и не напишу и открою все четыре горелки. Я родилась в 4 часа дня, умру тоже. В субботу мне будет 13 лет 10 месяцев. Всё.</p>",1962-03-15,0000-00-00,0,0,394
105040,402,"<p>Неделю была в Москве. Вчера приехала. Не понравилось. Два раза была в «Современнике». «По московскому времени» — пьеса плохая, играют ничего, особенно Евстигнеев. Кваша очень мужчинится.  </p><p>
В Доме кино смотрела «Доктор Мабузе». Страшно. Была в «Юности». Показывала стихи. Сначала хотели печатать, потом сказали — если бы было что-нибудь, посвящённое конкретной молодёжной тематике. Ещё сказали: «вы — способный человек». Написала одно новое. Ехала в поезде. Увидела голубую тоскливую деревеньку, одинокую. Стихотворение слабое.</p>",1962-03-30,0000-00-00,0,0,394
105041,402,"<p>Сегодня была конференция в ТЮЗе, я в первый раз выступила. Говорила о бессмысленности жизни и одиночестве. Когда кончила, студенты хлопали. Потом подошла артистка — знаменитая (забыла её фамилию), сказала, что я её интересую, и пригласила к ней прийти. Колмановскому, Долининой, кажется, понравилось. Корогодский, выступая, сказал, что я его тронула, словно что-то ёкнуло в сердце, словно ему тоже 14 лет.  </p><p>
Ребята, делегаты из Совета, набросились на меня, спорили, приняли в Совет. Я довольна.</p>",1962-04-20,0000-00-00,0,0,394
105042,402,"<p>Вчера я здорово поссорилась с Корогодским. Ни за что он говорил мне: как ты умеешь лезть в сердце и пр. Нателла права, что он — плохой человек. Я его ненавижу. Курю сигарету за сигаретой.</p>",1962-04-29,0000-00-00,0,0,394
105043,402,"<p>У мамы был день рождения. Я нализалась. А больше ничего особенного.  </p><p>
Нателла меня всё время приглашает. На следующий день я к ним зашла.  </p><p>
Смотрели футбол. Поговорили с Сандриком и Нателлой. Потом Нателла и Женя пришли к нам. Да, ещё видела альбом Родена. Здорово! Женя показывал свои скульптуры — тоже здорово.  </p><p>
Скоро день рождения. Берта купит часы. Вчера прививка против тифа.  </p><p>
У кого бы выцыганить деньги на книги «Итальянский маньеризм», «Мольер».</p>",1962-05-09,0000-00-00,0,0,394
105044,402,"<p>Сегодня у меня были Серёжа и Вовка из ТЮЗа. Они оба такие светлые и нелепые. Рассказывали о своих папах. Мы налакались вина. Я спросила Серёжу: «Что ты думаешь обо мне?» А он сказал: «Ты будешь считать меня дураком, но мне всё время хотелось тебя поцеловать». А я сказала, что мне хотелось их обоих поцеловать в щёчку. Я их даже спросила: «Похотливы ли вы?» И они сказали: «Иногда да». Они сказали, что никогда ни с кем так не разговаривали, а Вовка сказал, что он такой девчонки вообще не видел.</p>",1962-05-10,0000-00-00,0,0,394
105045,402,"<p>Мне уже 14 лет. День рождения справляли 20-го. Пришли Нателла, Ника, Сандрик, Алёшка, Женя, Агамирзян, Корогодский. Я выпила бутылку коньяка, вино и ошалела. Обзывала всех, особенно Коро. Облила Люсю водой из кружки. Носилась по комнатам петлеобразно. Была похожа на пьяную проститутку. Ника сказал, что единственное, что он ищет, это — покой, спокойствие, потому что богоискательство бессмысленно. Меня тошнило. Я разговаривала с Никой, уходила и возвращалась говорить с ним. Нателла ему сказала, чтобы он не разговаривал со мной. В 12 все ушли, я сразу легла спать. Всё страшно кружилось, я легла, истомно вытянулась и заснула. Я проснулась в 4 утра. Мне стало жутко. Берта сказала, что Коро сказал Люсе, что если он меня увидит у них, то сам меня выведет. Нателла её спросила: «Вам что, не с кем дружить?» Ей нечего было ответить.  </p><p>
Я встала и пошла в школу. Позвонила Люсе. Она сказала, что всё похабно и что я должна извиниться перед Коро. Потом вышел Коро и что-то закаркал. Мне не хотелось плакать. Даже странно. Я очерствела. Пока я разговаривала с Люсей, всё время держала в руках чернильницу. И руки у меня стали фиолетовые. Я пошла их отмыть, но лоб и нос всё равно были грязные. Потом меня выгнали с химии. За неаккуратность. Послали к завучу. Я сказала химичке: «У меня и так неприятности с завучем, зачем же вы хотите, чтоб были ещё больше?» — «Раз так», — сказала химичка и пошла вместе со мной к завучу. Потом я пришла домой. И Берта сказала, что мама плакала. Я поехала к девчонкам.  </p><p>
Приходила Нателла, принесла юбку, подарок. И просила меня зайти. Но этого больше не будет. Охота мне унижаться. Нателла будет читать нотации, правда, она умная. В общем мне стыдно.  </p><p>
Да, наш театр взял шефство над «Зенитом». В воскресенье иду к Юлии Александровне — даст книжек, поговорим.  </p><p>
А Корогодского жалко, трудно ему.</p>",1962-05-24,0000-00-00,0,0,394
105046,402,"<p>Как-то я стала спокойней. Влияние Нателлы, что ли? Я всерьёз (кажется) взялась за стихи. Иногда есть масло, эмоции — а не получается. Перегорает во мне. Буду писать терцины, сонеты, октавы. Может, что-нибудь получится.  </p><p>
Берта купила шахматы. Читаю «Большой Мольн» Фурнье, хорошая книга. Со стихами, если сейчас будут бездарные, брошу до 16 лет. Если и тогда не получится, совсем брошу.  </p><p>
Технически сила Достоевского в том, что неожиданны слова. Вообще, поэту и прозаику нужна неожиданность, теперь я это поняла сама.</p>",1962-06-28,0000-00-00,0,0,394
105047,402,"<p>Вроде всё ничего. Часто ездила на дачу с Нателлой. Сандро — хороший парень. Читаю Мартынова, Андреева. С Люсей дружу меньше.</p>",1962-07-25,0000-00-00,0,0,394
105048,402,"<p>Приехали в Алахадзе. В общем хорошо. Море. Тоскливо только. Хозяева — симпатичные.  </p><p>
Я в полном упадке, ничего писать не в состоянии. В Ленинграде читала стихи Нателле и Ю. А. — собор. Ю. А. заплакала даже. Читаю Белого — здорово. И «Стилистику и стихосложение» Томашевского. Грустно. В комнате, где я живу, год назад жил Серёжа.</p>",1962-08-05,0000-00-00,0,0,394
105049,402,"<p>4-го приехали в Ленинград. В Алахадзе было ничего. Отдохнула хорошо. С Зиной Шарко у нас были крупные разногласия, с Костей тоже. Плевать. Написала «Юродивый». В последние три дня приехал Серёжа. Взял Белого. Он плохо обо мне думает. Зина — мещанка. У Серёжи тоже есть что-то от этого, может, самозащита.  </p><p>
Расформировали наш класс. Решила зубрить латынь. Делаю я это, чтобы проверить, могу ли я что-нибудь, и вообще может пригодиться. С Люсей кончено, наверно.</p>",1962-09-13,0000-00-00,0,0,394
105050,402,"<p>Давно не писала. Теперь больше буду писать рассказы, стихи, чем дневник. Умер Нёма Фрейдович. Это ужасно. Он подарил мне «Тарусские страницы». Он был страшно свой, я не верю.  </p><p>
Мне сказала Люся, она плохо про это сказала. Нёма на дне рождения Машки говорил про Корогодских, что они всюду ходят, сами не зовут, вообще он к ним неважно относился. А Люся говорит, что Нёма обиделся на то, что они не пришли к нему в больницу. У Нёмы больная мама. Она не может его похоронить. Летом он сломал ногу, когда провожал кого-то на аэродроме. Мама ходила к нему в больницу и взяла солёные огурцы. Потом он вышел из больницы и ходил на костылях. Я знаю трёх человек, которые умерли: Сашу Рохленко, Женю Иванова и вот Нёму. За Леной Рохленко мы ездили в Лазаревку. Я спала на её кровати, и учительница английского всё время плакала. Спросила, как меня зовут. Я сказала. Она покачала головой: «Тоже Лена». Как будто я виновата, что меня зовут Лена и я сплю на её кровати.  </p><p>
С Женей я сидела рядом, он ел помидоры и рассказывал, как школьники украли металлолом у каких-то мужиков на Дворцовой.  </p><p>
Умерли Николай Погодин и Эммануил Казакевич.  </p><p>
Были неприятности в школе. Школа мне уже осточертела до ужаса.  </p><p>
Мне надо много работать, писать. Позавчера ночью мне вдруг стало страшно оттого, что я умру, ничего не сделав. Умирает столько людей, и я ещё одним скелетом в землю... земля облеплена трупами, костями. Может быть, это было предчувствие. Нёма умер в это время. Мама страшно переживает, они вместе учились.</p>",1962-09-26,0000-00-00,0,0,394
105051,402,"<p>(на машинке) Была на выставке Мосеева. У Георгия Николаевича Мосеева лицо растерянное, беззащитное и в то же время сосредоточенное, строгое, умное — святое лицо. Говорят, он любит кофе и чай. Картина «Китеж» — кровавое небо, медное солнце, похожее на зрачок, люди в тёмных одеждах. Изумрудный отворот рукава. «Пётр на Мосеевом острове».  </p><p>
У нас в классе есть парень — здоровый хороший спортсмен. Красивый. Чистый. Капает на всех. Делает карьеру. Способный.  </p><p>
Когда у меня в третьем классе были неприятности и учительница приходила к нам домой, я брала соль, хлеб и убегала во двор. Высокие дрова. Снег. Я сидела там часами. Меня никто не видел. Снег был голубой. И руки мои были голубые и шуба. И свет дрожал на снегу — от окон. Я утаптывала снег. Стояла на месте и топтала. Он был чистый и скрипел под ногами. Я ела хлеб, сыпала соль и смотрела на наши окна. По окнам ходили длинные тени. Потом я шла домой, закрывалась на швабру в кухне и читала замасленные газеты на столах. И открывала только тогда, когда соседи и Берта трижды клялись, что отдадут меня в Суворовское училище.  </p><p>
Надо больше работать, каждый день, хотя бы для того, чтобы не так страшно было умирать.</p>",1962-09-26,0000-00-00,0,0,394
